date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:49:55	45404/45404	---M--	200	added ('OK')	font/ttf	date:Sun,%2029%20Jan%202017%2006:17:14%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/glyphicons-halflings-regular.ttf	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/glyphicons-halflings-regular.ttf	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/bootstrap-light.css)
18:49:56	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Jan%202017%2006:17:16%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/glyphicons-halflings-regular.svg	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/glyphicons-halflings-regular.svg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/bootstrap-light.css)
18:49:58	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Jan%202017%2006:17:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f24.eot?-fvbane	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f249f24.eot	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:49:59	78748/78748	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2029%20Jan%202017%2006:17:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themifyd41d.eot?	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themifyd41dd41d.eot	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:00	78584/78584	---M--	200	added ('OK')	font/ttf	date:Sun,%2029%20Jan%202017%2006:17:30%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f24.ttf?-fvbane	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f249f24.ttf	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:00	56108/56108	---M--	200	added ('OK')	font/woff	date:Sun,%2029%20Jan%202017%2006:17:32%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f24.woff?-fvbane	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f249f24.woff	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:01	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2016:50:00%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/home-bg.html	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/home-bg.html	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:02	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2016:50:01%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/testimonials.jpg	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/testimonials.jpg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:03	315/315	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2022%20Aug%202022%2016:50:02%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/news.jpg	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/news.jpg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:03	234269/234269	---M--	200	added ('OK')	image/svg+xml	date:Sun,%2029%20Jan%202017%2006:17:26%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f24.svg?-fvbane	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/themify9f249f24.svg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:06	72405/72405	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Dec%202017%2020:23:02%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/client-area.jpg	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/client-area.jpg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/style.css)
18:50:07	202390/202390	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20May%202017%2002:04:08%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/about.jpg	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/about.jpg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/theme-light.css)
18:50:08	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont3e6e.woff2	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
18:50:09	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont3e6e.eot	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
18:50:09	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont3e6e.woff	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
18:50:09	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.eot?	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfontd41d.eot	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
18:50:10	2025512/2025512	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Dec%202017%2020:28:14%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/bg_content.png	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/img/bg_content.png	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/style.css)
18:50:12	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont3e6e.ttf	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
18:50:13	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2002%20Dec%202016%2011:24:20%20GMT	https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/manyi/Desktop/Projects/MyProjects/eskom%20waste%20site%202/team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/fonts/fontawesome-webfont3e6e.svg	(from https://team90degree.com/html/tf/bestshop-new-demo/bestshop-demo/css/font-awesome.min.css)
